시도,시군구,구분,2014,,,,,,,,,,,,,2015,,,,,,,,,,,,,2016,,,,,,,,,,,,,2017,,,,,,,,,,,,,2018,,,,,,,,,,,,
,,,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시
,,경상자수,75,0,2,4,4,10,8,9,12,9,8,4,5,91,1,0,3,7,17,12,9,10,13,7,6,6,102,2,3,5,6,15,15,16,18,9,4,5,4,133,2,1,8,4,8,20,15,20,29,13,12,1,176,3,3,3,23,29,24,20,22,15,19,9,6
,,부상신고자수,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,2,0,0,0,8,0,0,0,1,0,1,1,3,2,0,0,0,13,0,0,0,1,1,4,4,1,2,0,0,0,5,0,0,0,0,0,0,1,3,1,0,0,0
,대덕구,사고건수,85,,1,7,9,12,9,7,8,11,14,6,1,107,3,2,4,9,11,15,15,16,16,10,6,,137,1,2,5,11,14,19,9,16,25,17,9,9,163,2,2,7,14,21,23,23,21,21,21,8,,134,2,2,5,12,22,26,13,20,13,11,4,4
,,사망자수,9,,0,0,1,1,2,0,1,2,1,1,0,6,0,0,1,1,0,0,1,1,0,1,1,,12,0,0,1,1,2,1,2,2,1,1,0,1,4,0,0,1,0,0,0,1,1,0,0,1,,6,0,0,0,3,1,1,0,0,1,0,0,0
,,부상자수,85,,1,7,8,11,7,7,9,9,19,6,1,109,3,2,3,8,13,18,15,15,16,9,7,,146,1,2,7,11,18,20,8,15,28,17,10,9,179,2,3,7,14,24,26,25,22,25,24,7,,134,2,2,6,9,21,26,14,21,14,11,4,4
,,중상자수,46,,0,3,3,6,3,4,6,5,13,2,1,54,1,0,1,4,7,11,8,8,6,4,4,,50,1,0,4,5,5,7,4,3,11,6,3,1,67,1,1,3,5,7,12,9,11,7,10,1,,51,0,0,2,7,7,9,6,6,7,5,1,1
,,경상자수,33,,1,4,5,4,4,1,3,3,6,2,0,54,2,2,2,4,6,7,7,6,10,5,3,,87,0,2,3,5,11,10,4,12,16,9,7,8,96,1,2,4,8,11,13,14,10,16,12,5,,77,2,1,3,1,14,17,8,14,7,5,2,3
,,부상신고자수,6,,0,0,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,,9,0,0,0,1,2,3,0,0,1,2,0,0,16,0,0,0,1,6,1,2,1,2,2,1,,6,0,1,1,1,0,0,0,1,0,1,1,0
울산,합계,사고건수,527,7,10,25,50,63,70,57,87,61,53,25,19,656,12,9,29,67,77,83,77,88,91,63,32,28,598,10,10,19,61,70,91,62,74,75,71,33,22,604,11,4,21,60,72,83,66,88,76,67,42,14,589,9,9,29,65,74,76,68,73,77,55,36,18
,,사망자수,23,0,1,1,3,1,3,1,4,3,2,3,1,29,3,1,4,6,3,2,3,1,2,3,0,1,26,0,1,2,1,0,1,6,2,2,8,0,3,13,0,0,1,1,0,1,0,2,1,4,3,0,27,0,1,2,5,0,4,2,2,3,4,3,1
,,부상자수,561,7,9,25,48,68,79,71,93,67,52,23,19,687,9,8,26,68,81,95,79,97,103,62,32,27,660,11,9,17,66,75,100,67,93,92,75,34,21,653,11,5,21,62,80,103,74,91,83,67,41,15,639,9,8,31,63,78,85,84,84,82,56,40,19
,,중상자수,272,2,3,13,27,40,33,32,45,29,26,13,9,301,1,4,11,30,35,39,38,46,36,30,21,10,317,1,5,13,30,39,48,44,48,29,29,22,9,297,4,2,9,35,31,56,29,41,34,33,18,5,259,2,3,15,27,31,36,38,32,29,22,15,9
,,경상자수,252,1,6,10,18,23,42,34,42,36,20,10,10,317,8,3,14,29,38,50,35,40,46,31,8,15,278,9,2,3,27,31,45,18,34,56,34,10,9,316,6,3,10,21,44,44,41,42,45,31,20,9,328,7,5,11,34,40,38,37,47,48,31,20,10
,,부상신고자수,37,4,0,2,3,5,4,5,6,2,6,0,0,69,0,1,1,9,8,6,6,11,21,1,3,2,65,1,2,1,9,5,7,5,11,7,12,2,3,40,1,0,2,6,5,3,4,8,4,3,3,1,52,0,0,5,2,7,11,9,5,5,3,5,0
,중구,사고건수,140,1,4,9,17,19,21,19,18,12,14,3,3,158,2,3,5,15,20,23,19,24,21,12,7,7,174,2,2,9,17,20,25,20,21,18,22,15,3,175,5,1,8,22,22,14,15,24,23,23,14,4,151,1,1,6,17,16,14,22,21,23,16,9,5
,,사망자수,3,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,6,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,1,0,0,1,0,0,2,0,0
,,부상자수,142,1,4,9,16,18,21,21,19,12,15,3,3,165,2,3,4,16,22,25,19,26,22,12,7,7,187,2,2,8,17,21,27,19,29,20,22,16,4,185,5,2,8,23,23,15,18,25,26,22,13,5,159,1,1,7,16,17,16,22,25,24,16,9,5
,,중상자수,80,0,1,5,11,12,10,11,12,6,7,3,2,69,0,1,2,6,9,8,7,12,5,9,6,4,95,0,2,8,12,9,11,11,14,7,9,9,3,89,3,1,3,15,13,7,11,13,7,11,5,0,58,0,1,5,8,4,8,7,9,7,6,2,1
,,경상자수,53,0,3,2,3,5,10,10,6,6,7,0,1,79,2,1,2,7,9,12,11,13,15,3,1,3,73,1,0,0,5,10,14,4,12,11,10,6,0,81,1,1,4,4,9,8,6,10,17,8,8,5,81,1,0,1,7,9,6,11,14,13,9,6,4
,,부상신고자수,9,1,0,2,2,1,1,0,1,0,1,0,0,17,0,1,0,3,4,5,1,1,2,0,0,0,19,1,0,0,0,2,2,4,3,2,3,1,1,15,1,0,1,4,1,0,1,2,2,3,0,0,20,0,0,1,1,4,2,4,2,4,1,1,0
,남구,사고건수,148,1,3,9,15,14,16,9,26,19,16,10,10,216,5,5,16,17,25,27,19,29,31,20,9,13,164,6,6,5,17,22,28,14,26,16,11,6,7,167,4,3,7,12,17,22,18,21,21,20,16,6,169,4,7,9,21,25,27,12,14,25,11,8,6
,,사망자수,5,0,1,0,1,0,0,0,0,1,0,1,1,9,1,1,2,1,2,0,1,0,1,0,0,0,5,0,1,0,0,0,0,2,0,0,1,0,1,4,0,0,1,1,0,0,0,0,0,2,0,0,8,0,0,1,2,0,2,0,0,2,0,1,0
,,부상자수,164,1,2,9,14,16,25,11,30,21,16,9,10,215,4,4,14,18,26,29,18,29,30,21,9,13,170,6,5,5,20,23,30,12,29,17,11,6,6,178,4,3,6,12,18,31,19,21,22,18,18,6,174,4,7,8,19,26,31,14,14,25,11,9,6
,,중상자수,80,0,1,5,8,9,9,3,18,10,8,4,5,95,1,2,6,7,13,14,8,14,11,12,4,3,91,1,2,2,8,15,14,9,19,9,5,6,1,80,1,1,3,5,4,17,8,10,13,7,8,3,78,0,2,4,9,13,13,7,7,8,5,6,4
,,경상자수,79,0,1,4,6,7,16,8,10,10,7,5,5,114,3,2,7,11,13,14,10,14,18,9,4,9,69,5,1,2,8,8,13,3,10,8,6,0,5,94,3,2,3,7,14,14,11,10,8,11,8,3,88,4,5,4,10,12,12,7,7,16,6,3,2
,,부상신고자수,5,1,0,0,0,0,0,0,2,1,1,0,0,6,0,0,1,0,0,1,0,1,1,0,1,1,10,0,2,1,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,2,0,8,0,0,0,0,1,6,0,0,1,0,0,0
,동구,사고건수,55,,2,2,7,12,7,4,8,4,4,3,2,50,1,,2,5,5,5,8,8,3,3,5,5,39,,,1,4,5,9,4,3,4,5,1,3,55,1,,1,4,11,6,9,9,8,5,1,,70,,1,3,9,11,5,10,7,11,7,4,2
,,사망자수,0,,0,0,0,0,0,0,0,0,0,0,0,4,1,,1,0,0,0,1,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,3,,1,0,1,0,0,0,0,0,1,0,0
,,부상자수,56,,2,2,8,12,7,4,8,4,4,3,2,46,0,,1,5,5,5,7,8,3,3,5,4,44,,,1,4,5,11,4,3,7,5,1,3,58,1,,1,4,11,6,9,11,9,5,1,,71,,0,3,8,11,5,10,7,12,7,6,2
,,중상자수,31,,1,1,5,9,4,3,2,1,2,1,2,24,0,,0,2,1,4,2,7,1,1,3,3,28,,,1,3,3,6,2,1,5,3,1,3,27,0,,1,4,4,3,2,6,3,3,1,,36,,0,2,4,5,3,3,4,8,3,3,1
,,경상자수,23,,1,1,3,2,3,1,6,2,2,2,0,22,0,,1,3,4,1,5,1,2,2,2,1,16,,,0,1,2,5,2,2,2,2,0,0,31,1,,0,0,7,3,7,5,6,2,0,,35,,0,1,4,6,2,7,3,4,4,3,1
,,부상신고자수,2,,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0
,북구,사고건수,70,1,1,3,6,6,8,13,10,13,4,2,3,85,4,,3,8,15,9,11,13,10,9,1,2,74,1,,3,5,8,15,9,8,9,8,4,4,51,,,3,3,6,12,3,8,9,3,3,1,67,1,,4,4,15,10,8,10,7,5,2,1
,,사망자수,5,0,0,1,0,0,1,0,1,1,0,1,0,2,1,,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,3,,,0,0,0,1,0,1,0,0,1,0,4,0,,0,0,0,1,0,1,1,0,0,1
,,부상자수,75,1,1,3,6,6,8,19,10,13,4,1,3,98,3,,4,8,17,15,13,15,10,10,1,2,89,1,,3,5,10,17,15,10,11,9,4,4,60,,,3,3,6,15,7,7,10,6,2,1,76,1,,4,5,17,10,8,14,9,6,2,0
,,중상자수,29,0,0,1,2,2,4,8,2,7,2,1,0,42,0,,1,5,8,7,10,6,4,1,0,0,46,0,,2,3,5,8,14,5,2,2,3,2,24,,,1,1,3,10,0,3,4,2,0,0,32,1,,2,3,7,3,6,5,2,2,1,0
,,경상자수,45,1,1,2,4,3,4,11,8,6,2,0,3,47,3,,3,2,7,8,2,5,5,9,1,2,34,1,,1,1,5,8,1,2,9,5,0,1,30,,,1,2,2,3,7,3,6,4,2,0,40,0,,2,2,9,7,2,8,7,3,0,0
,,부상신고자수,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,,0,1,2,0,1,4,1,0,0,0,9,0,,0,1,0,1,0,3,0,2,1,1,6,,,1,0,1,2,0,1,0,0,0,1,4,0,,0,0,1,0,0,1,0,1,1,0
,울주군,사고건수,114,4,,2,5,12,18,12,25,13,15,7,1,147,,1,3,22,12,19,20,14,26,19,10,1,147,1,2,1,18,15,14,15,16,28,25,7,5,156,1,,2,19,16,29,21,26,15,16,8,3,132,3,,7,14,7,20,16,21,11,16,13,4
,,사망자수,10,0,,0,1,0,1,1,3,1,2,1,0,11,,0,0,5,1,1,0,1,0,3,0,0,14,0,0,1,0,0,1,2,1,1,6,0,2,4,0,,0,0,0,0,0,1,1,1,1,0,7,0,,0,1,0,1,1,1,0,1,2,0
,,부상자수,124,4,,2,4,16,18,16,26,17,13,7,1,163,,1,3,21,11,21,22,19,38,16,10,1,170,2,2,0,20,16,15,17,22,37,28,7,4,172,1,,3,20,22,36,21,27,16,16,7,3,159,3,,9,15,7,23,30,24,12,16,14,6
,,중상자수,52,2,,1,1,8,6,7,11,5,7,4,0,71,,1,2,10,4,6,11,7,15,7,8,0,57,0,1,0,4,7,9,8,9,6,10,3,0,77,0,,1,10,7,19,8,9,7,10,4,2,55,1,,2,3,2,9,15,7,4,6,3,3
,,경상자수,52,0,,1,2,6,9,4,12,12,2,3,1,55,,0,1,6,5,15,7,7,6,8,0,0,86,2,1,0,12,6,5,8,8,26,11,4,3,80,1,,2,8,12,16,10,14,8,6,2,1,84,2,,3,11,4,11,10,15,8,9,8,3
,,부상신고자수,20,2,,0,1,2,3,5,3,0,4,0,0,37,,0,0,5,2,0,4,5,17,1,2,1,27,0,0,0,4,3,1,1,5,5,7,0,1,15,0,,0,2,3,1,3,4,1,0,1,0,20,0,,4,1,1,3,5,2,0,1,3,0
세종,합계,사고건수,87,1,1,1,6,14,17,12,11,15,4,1,4,100,1,,5,11,12,16,14,9,17,9,4,2,71,,1,,5,12,9,7,8,11,15,1,2,112,1,,3,12,25,15,13,12,19,6,2,4,128,,2,4,15,12,10,17,22,18,16,7,5
,,사망자수,6,0,0,0,2,1,3,0,0,0,0,0,0,11,0,,1,1,2,1,1,2,1,2,0,0,9,,1,,1,1,1,1,1,0,3,0,0,4,0,,0,0,1,1,0,1,0,0,0,1,8,,1,0,1,0,2,1,0,2,0,0,1
,,부상자수,93,2,1,1,5,15,18,15,12,15,4,1,4,102,1,,5,13,14,16,15,8,16,8,4,2,75,,0,,4,15,8,9,11,11,14,1,2,127,1,,3,12,34,19,15,12,20,6,2,3,136,,1,4,15,13,8,17,25,19,22,7,5
,,중상자수,60,0,1,0,3,9,8,12,7,11,4,1,4,49,0,,1,11,6,10,5,5,6,3,2,0,52,,0,,4,8,5,8,10,8,6,1,2,50,0,,1,4,14,7,6,5,10,1,1,1,61,,1,1,7,9,4,9,12,7,8,1,2
,,경상자수,30,0,0,1,2,6,9,3,5,4,0,0,0,51,1,,4,2,8,5,10,3,10,4,2,2,20,,0,,0,7,3,1,1,2,6,0,0,66,1,,2,8,12,11,8,7,10,5,1,1,70,,0,2,7,4,4,8,12,10,14,6,3
,,부상신고자수,3,2,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,1,0,0,0,1,0,0,3,,0,,0,0,0,0,0,1,2,0,0,11,0,,0,0,8,1,1,0,0,0,0,1,5,,0,1,1,0,0,0,1,2,0,0,0
,세종,사고건수,87,1,1,1,6,14,17,12,11,15,4,1,4,100,1,,5,11,12,16,14,9,17,9,4,2,71,,1,,5,12,9,7,8,11,15,1,2,112,1,,3,12,25,15,13,12,19,6,2,4,128,,2,4,15,12,10,17,22,18,16,7,5
,,사망자수,6,0,0,0,2,1,3,0,0,0,0,0,0,11,0,,1,1,2,1,1,2,1,2,0,0,9,,1,,1,1,1,1,1,0,3,0,0,4,0,,0,0,1,1,0,1,0,0,0,1,8,,1,0,1,0,2,1,0,2,0,0,1
,,부상자수,93,2,1,1,5,15,18,15,12,15,4,1,4,102,1,,5,13,14,16,15,8,16,8,4,2,75,,0,,4,15,8,9,11,11,14,1,2,127,1,,3,12,34,19,15,12,20,6,2,3,136,,1,4,15,13,8,17,25,19,22,7,5
,,중상자수,60,0,1,0,3,9,8,12,7,11,4,1,4,49,0,,1,11,6,10,5,5,6,3,2,0,52,,0,,4,8,5,8,10,8,6,1,2,50,0,,1,4,14,7,6,5,10,1,1,1,61,,1,1,7,9,4,9,12,7,8,1,2
,,경상자수,30,0,0,1,2,6,9,3,5,4,0,0,0,51,1,,4,2,8,5,10,3,10,4,2,2,20,,0,,0,7,3,1,1,2,6,0,0,66,1,,2,8,12,11,8,7,10,5,1,1,70,,0,2,7,4,4,8,12,10,14,6,3
,,부상신고자수,3,2,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,0,0,1,0,0,0,1,0,0,3,,0,,0,0,0,0,0,1,2,0,0,11,0,,0,0,8,1,1,0,0,0,0,1,5,,0,1,1,0,0,0,1,2,0,0,0
경기,합계,사고건수,5795,88,70,225,421,639,835,740,829,794,666,320,168,6544,107,54,219,478,740,940,838,960,905,741,365,197,6602,106,49,248,491,821,955,820,961,880,701,390,180,7116,97,73,298,521,804,1047,960,953,928,795,428,212,7607,140,75,260,516,940,1142,930,1048,1043,838,442,233
,,사망자수,272,8,1,18,29,22,30,31,32,24,40,17,20,271,2,4,17,27,31,36,26,27,30,37,17,17,249,6,3,20,27,22,36,23,31,23,29,24,5,272,8,6,25,27,29,31,22,23,32,34,24,11,246,5,2,20,27,18,29,21,28,30,31,21,14
,,부상자수,6172,83,70,236,433,682,902,843,884,878,673,328,160,7034,113,54,235,482,776,1018,947,1048,995,798,377,191,7091,104,46,262,523,860,1042,926,1049,955,736,397,191,7656,90,71,316,557,851,1146,1074,1067,998,826,451,209,8307,142,77,258,556,1057,1305,1048,1141,1145,895,454,229
,,중상자수,2804,20,23,136,205,297,427,384,391,401,310,146,64,3113,55,19,114,230,368,441,415,455,426,357,159,74,2900,31,18,118,239,386,404,385,421,374,289,170,65,3070,26,25,154,255,360,463,406,419,385,341,168,68,3067,33,27,104,240,394,474,383,392,429,362,168,61
,,경상자수,3009,60,43,89,201,345,425,413,427,423,326,165,92,3396,56,33,104,225,337,508,465,500,491,376,195,106,3616,66,21,132,255,412,547,456,549,484,384,198,112,4029,55,40,144,263,435,603,591,552,539,432,250,125,4545,97,45,130,285,588,739,565,632,607,450,256,151
,,부상신고자수,359,3,4,11,27,40,50,46,66,54,37,17,4,525,2,2,17,27,71,69,67,93,78,65,23,11,575,7,7,12,29,62,91,85,79,97,63,29,14,557,9,6,18,39,56,80,77,96,74,53,33,16,695,12,5,24,31,75,92,100,117,109,83,30,17
,수원시,사고건수,495,10,11,24,37,50,73,58,67,62,54,30,19,529,6,5,29,32,64,79,65,69,73,63,25,19,617,11,9,33,52,76,81,72,77,78,70,34,24,583,5,7,28,30,59,96,74,94,89,56,30,15,666,16,7,34,42,72,98,79,91,88,74,41,24
,,사망자수,17,0,0,1,0,3,1,1,1,1,2,3,4,12,0,0,2,3,1,1,1,1,1,0,2,0,13,0,0,4,1,3,3,0,0,0,1,1,0,17,0,0,4,1,3,1,0,2,2,1,0,3,20,1,0,2,1,1,2,2,3,1,2,4,1
,,부상자수,506,10,11,24,37,49,74,64,76,61,55,28,17,546,7,6,29,31,65,85,70,69,79,63,23,19,671,11,9,46,56,75,94,77,85,82,74,36,26,618,5,7,31,30,58,102,89,98,96,57,31,14,697,15,7,37,48,76,106,83,96,90,76,40,23
,,중상자수,233,1,2,14,19,24,30,33,33,26,28,15,8,222,4,1,12,11,27,40,31,23,30,26,11,6,251,3,3,13,29,29,26,28,35,29,34,13,9,231,2,4,14,15,26,37,27,36,30,24,12,4,255,4,2,16,15,25,43,34,30,34,31,17,4
,,경상자수,246,8,9,9,16,20,42,28,39,31,23,12,9,304,3,5,15,18,36,43,37,44,45,33,12,13,378,8,3,29,24,42,60,44,49,47,36,19,17,337,2,3,16,13,26,56,55,54,63,28,15,6,382,11,5,15,29,48,58,39,54,49,36,21,17
,,부상신고자수,27,1,0,1,2,5,2,3,4,4,4,1,0,20,0,0,2,2,2,2,2,2,4,4,0,0,42,0,3,4,3,4,8,5,1,6,4,4,0,50,1,0,1,2,6,9,7,8,3,5,4,4,60,0,0,6,4,3,5,10,12,7,9,2,2
,성남시,사고건수,382,6,6,20,29,36,59,46,53,53,39,21,14,450,13,5,19,38,51,61,47,60,66,38,30,22,472,14,3,17,28,58,59,59,85,61,43,23,22,514,11,9,19,34,62,65,77,74,52,62,33,16,522,19,8,23,31,58,89,54,74,70,48,28,20
,,사망자수,15,0,0,1,2,0,1,4,1,0,2,2,2,7,0,0,0,2,0,0,0,1,1,2,0,1,12,1,0,3,3,0,0,1,1,0,1,1,1,11,2,1,2,1,0,1,0,0,1,0,2,1,8,0,0,0,0,0,0,2,0,1,1,2,2
,,부상자수,398,6,6,19,29,40,65,55,53,54,39,20,12,492,13,5,26,38,54,68,54,63,74,38,34,25,512,14,3,14,30,64,64,67,97,66,45,24,24,562,9,8,20,44,66,69,87,84,56,69,35,15,568,19,8,25,35,62,106,54,83,80,49,27,20
,,중상자수,199,3,2,15,16,13,38,21,25,25,24,11,6,226,6,0,10,21,26,29,29,30,32,17,18,8,229,8,1,7,11,32,38,28,36,34,24,6,4,234,3,3,10,20,31,32,29,34,27,22,14,9,229,6,3,12,17,24,42,25,26,31,27,11,5
,,경상자수,185,3,4,3,13,23,25,34,25,28,13,8,6,241,7,5,12,16,23,36,22,30,37,21,15,17,241,5,1,7,18,25,19,30,54,28,18,18,18,277,6,5,7,20,29,34,52,37,22,42,19,4,295,12,5,12,16,35,58,27,46,37,20,15,12
,,부상신고자수,14,0,0,1,0,4,2,0,3,1,2,1,0,25,0,0,4,1,5,3,3,3,5,0,1,0,42,1,1,0,1,7,7,9,7,4,3,0,2,51,0,0,3,4,6,3,6,13,7,5,2,2,44,1,0,1,2,3,6,2,11,12,2,1,3
,의정부시,사고건수,201,2,2,9,13,19,32,29,18,24,33,12,8,229,5,4,13,21,16,27,29,20,39,35,11,9,245,4,3,12,11,29,34,25,32,33,28,27,7,224,4,1,12,15,21,33,36,34,30,21,11,6,264,10,3,10,20,21,33,39,40,27,38,15,8
,,사망자수,3,0,0,0,0,0,0,0,1,0,1,0,1,9,0,0,1,0,1,0,0,0,0,6,1,0,5,0,0,1,1,0,1,1,0,0,0,1,0,8,0,0,2,0,0,1,1,1,3,0,0,0,9,1,0,1,0,0,2,1,1,0,2,1,0
,,부상자수,210,2,2,9,13,20,34,32,17,26,34,13,8,243,5,4,15,25,15,29,32,23,41,34,11,9,254,4,3,12,11,29,36,27,35,34,29,27,7,244,4,1,17,15,22,37,41,35,32,21,12,7,286,9,4,10,22,32,34,43,42,28,40,14,8
,,중상자수,77,1,0,5,3,8,17,7,8,10,13,3,2,91,1,1,11,11,8,12,13,7,11,9,4,3,91,1,1,4,4,12,8,11,12,13,11,12,2,109,2,0,8,9,8,19,14,20,12,11,3,3,92,2,0,3,13,12,14,12,12,7,13,4,0
,,경상자수,117,1,1,4,10,11,15,22,7,13,19,8,6,121,3,2,3,12,5,12,15,12,26,20,7,4,147,3,2,7,7,16,26,14,22,17,15,13,5,111,1,0,8,6,11,15,24,10,17,8,7,4,162,6,4,7,8,18,17,23,29,16,18,10,6
,,부상신고자수,16,0,1,0,0,1,2,3,2,3,2,2,0,31,1,1,1,2,2,5,4,4,4,5,0,2,16,0,0,1,0,1,2,2,1,4,3,2,0,24,1,1,1,0,3,3,3,5,3,2,2,0,32,1,0,0,1,2,3,8,1,5,9,0,2
,안양시,사고건수,263,7,6,13,15,27,36,35,32,37,32,15,8,266,7,4,5,18,35,43,31,33,39,26,9,16,243,7,7,14,18,24,38,28,31,34,23,12,7,256,7,4,17,25,33,36,27,21,33,24,19,10,268,9,5,12,20,25,36,27,36,36,34,18,10
,,사망자수,9,1,0,0,1,1,0,1,0,0,3,1,1,5,0,0,0,0,2,0,0,0,0,1,1,1,10,1,0,0,0,1,2,1,0,3,0,1,1,5,0,0,0,2,0,0,0,0,1,2,0,0,9,0,0,0,1,1,1,0,2,2,2,0,0
,,부상자수,265,6,7,13,15,26,37,34,33,41,32,14,7,278,8,4,6,19,35,45,32,36,40,28,9,16,252,6,7,15,19,26,38,31,34,34,25,11,6,258,7,4,20,23,33,37,29,21,32,22,20,10,280,9,6,12,19,26,41,28,36,38,33,19,13
,,중상자수,121,1,1,7,6,12,23,18,14,15,16,8,0,132,3,2,5,11,16,21,11,19,23,10,3,8,114,1,3,11,7,14,23,17,13,9,10,5,1,117,3,1,7,12,19,20,13,10,15,7,7,3,105,1,2,5,11,9,19,11,14,16,11,4,2
,,경상자수,127,5,6,5,9,14,12,13,15,22,15,5,6,133,5,1,1,6,18,23,20,14,16,16,6,7,128,5,4,4,12,11,15,13,18,22,13,6,5,128,4,3,12,11,12,14,15,10,16,12,12,7,165,8,4,7,8,17,22,15,19,20,21,14,10
,,부상신고자수,17,0,0,1,0,0,2,3,4,4,1,1,1,13,0,1,0,2,1,1,1,3,1,2,0,1,10,0,0,0,0,1,0,1,3,3,2,0,0,13,0,0,1,0,2,3,1,1,1,3,1,0,10,0,0,0,0,0,0,2,3,2,1,1,1
,부천시,사고건수,328,9,6,15,15,39,51,34,42,45,29,30,13,417,11,4,13,28,40,58,61,67,41,53,24,17,385,5,4,17,23,46,51,46,59,58,39,23,14,453,9,10,25,30,64,60,44,54,54,52,31,20,413,5,5,16,21,62,48,50,66,51,43,23,23
,,사망자수,9,2,0,2,1,0,1,0,0,1,1,1,0,16,0,0,2,3,0,1,3,1,0,2,2,2,15,1,1,0,2,1,1,1,4,2,0,2,0,16,0,0,3,2,1,1,0,4,1,2,2,0,10,0,0,1,1,1,1,0,2,1,1,0,2
,,부상자수,340,7,6,16,14,41,58,35,45,45,31,29,13,417,11,4,11,25,40,59,64,69,44,52,23,15,379,5,3,17,21,46,50,48,58,56,40,21,14,454,9,10,24,28,65,61,45,52,57,53,30,20,434,5,6,15,21,70,53,58,67,52,43,23,21
,,중상자수,157,0,4,7,7,23,26,18,15,23,13,15,6,175,4,0,5,10,18,31,27,29,13,24,7,7,167,0,0,9,9,26,20,20,27,29,14,10,3,166,4,5,4,12,21,28,17,21,22,16,10,6,161,0,3,6,9,17,21,28,21,23,16,8,9
,,경상자수,163,6,2,8,4,17,31,15,26,17,17,13,7,211,7,4,6,14,14,24,35,37,26,24,15,5,177,5,2,7,11,17,23,23,25,22,23,10,9,271,4,5,18,15,42,31,27,29,33,35,18,14,241,5,3,8,11,47,28,26,41,26,22,13,11
,,부상신고자수,20,1,0,1,3,1,1,2,4,5,1,1,0,31,0,0,0,1,8,4,2,3,5,4,1,3,35,0,1,1,1,3,7,5,6,5,3,1,2,17,1,0,2,1,2,2,1,2,2,2,2,0,32,0,0,1,1,6,4,4,5,3,5,2,1
,안산시,사고건수,296,5,4,16,28,37,36,29,44,38,33,23,3,346,2,2,14,28,42,46,44,53,38,47,26,4,338,7,2,14,26,57,47,41,41,37,30,26,10,346,6,2,20,20,37,44,46,53,49,39,16,14,390,8,1,18,35,41,59,49,49,53,42,25,10
,,사망자수,12,1,1,1,2,1,0,0,2,2,2,0,0,19,0,1,1,4,2,3,2,2,3,1,0,0,10,0,1,1,2,0,1,1,2,0,1,1,0,14,1,0,0,4,1,1,1,1,3,0,1,1,10,0,0,2,1,0,1,0,1,2,3,0,0
,,부상자수,313,4,3,15,31,36,39,30,45,47,35,25,3,358,2,1,16,27,44,47,47,56,37,49,28,4,351,7,1,14,25,60,48,42,45,39,31,29,10,354,5,2,20,16,38,45,51,55,53,39,17,13,417,9,1,17,41,49,66,50,50,53,41,30,10
,,중상자수,146,2,0,8,17,20,18,15,24,17,12,13,0,160,2,0,9,11,22,20,21,24,9,27,12,3,137,2,1,10,11,27,16,12,15,17,11,11,4,149,1,2,11,7,15,20,25,23,19,15,6,5,146,1,1,5,10,20,22,20,17,23,13,11,3
,,경상자수,154,2,3,6,12,15,20,14,20,26,21,12,3,178,0,1,5,13,21,24,25,28,25,21,14,1,198,5,0,3,14,31,26,30,27,21,19,16,6,183,4,0,9,9,22,22,23,26,30,21,10,7,258,7,0,12,30,26,44,29,29,29,27,18,7
,,부상신고자수,13,0,0,1,2,1,1,1,1,4,2,0,0,20,0,0,2,3,1,3,1,4,3,1,2,0,16,0,0,1,0,2,6,0,3,1,1,2,0,22,0,0,0,0,1,3,3,6,4,3,1,1,13,1,0,0,1,3,0,1,4,1,1,1,0
,평택시,사고건수,277,3,5,9,22,30,46,38,43,36,26,10,9,372,6,1,13,30,55,48,51,42,49,43,21,13,407,8,3,19,39,47,57,41,67,45,45,28,8,417,6,3,14,35,52,68,54,52,45,48,25,15,460,9,5,12,37,61,64,59,56,58,52,36,11
