시도,시군구,구분,2014,,,,,,,,,,,,,2015,,,,,,,,,,,,,2016,,,,,,,,,,,,,2017,,,,,,,,,,,,,2018,,,,,,,,,,,,
,,,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월
,중구,사고건수,212,13,12,16,21,22,12,17,16,16,27,23,17,210,15,4,16,19,21,16,22,20,23,19,20,15,230,10,16,20,24,18,24,21,22,19,17,14,25,259,13,21,20,17,22,28,25,20,23,23,19,28,234,18,13,19,20,19,17,16,28,19,20,26,19
,,사망자수,8,1,1,0,1,0,0,0,0,0,2,1,2,7,1,0,1,0,0,0,1,1,1,2,0,0,7,0,1,1,0,0,0,0,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,4,1,0,2,0,1,0,0,0,0,0,0,0
,,부상자수,214,12,11,18,21,25,12,19,16,18,25,22,15,218,14,4,16,21,22,18,23,20,27,17,20,16,237,10,18,22,26,19,24,22,21,18,16,13,28,274,14,20,20,23,25,30,27,21,24,23,19,28,255,18,13,20,23,21,19,18,30,22,20,30,21
,,중상자수,118,7,5,8,11,9,5,10,11,9,19,15,9,103,8,2,8,5,10,9,11,10,10,12,13,5,112,5,11,10,10,6,10,10,9,11,12,7,11,114,9,8,9,8,10,12,11,8,9,13,6,11,92,7,6,7,8,6,8,8,8,8,8,13,5
,,경상자수,95,5,6,10,10,16,6,9,5,9,6,7,6,113,6,1,8,16,12,9,12,10,16,5,7,11,122,5,7,12,15,12,14,12,11,7,4,6,17,154,5,11,11,15,15,17,16,11,14,10,12,17,151,11,7,12,15,15,8,10,19,12,11,16,15
,,부상신고자수,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,6,0,1,0,0,0,1,0,2,1,0,1,0,12,0,0,1,0,0,3,0,3,2,1,1,1
,서구,사고건수,190,14,12,13,12,17,14,12,22,18,21,20,15,233,17,12,16,19,16,15,21,21,27,19,20,30,300,30,17,21,29,24,20,18,29,22,27,34,29,261,20,14,19,28,24,21,23,17,23,27,23,22,290,14,26,17,28,25,21,22,31,21,34,31,20
,,사망자수,5,0,0,0,2,0,1,0,2,0,0,0,0,5,1,1,0,0,0,0,1,0,1,0,0,1,6,1,0,1,0,2,1,0,0,0,0,1,0,8,2,0,1,0,1,1,0,1,1,0,0,1,8,0,2,0,0,2,1,0,0,2,1,0,0
,,부상자수,204,15,12,14,14,18,13,12,23,22,23,20,18,245,16,12,17,19,16,16,21,23,28,19,24,34,320,31,18,29,30,23,21,20,32,23,29,33,31,273,22,16,20,28,26,21,25,16,24,27,27,21,308,14,28,18,29,24,21,26,36,21,34,33,24
,,중상자수,88,5,4,7,8,8,6,4,9,14,10,8,5,100,11,8,7,8,6,8,6,6,12,9,7,12,131,11,5,8,13,12,9,10,15,11,7,15,15,95,7,5,8,13,7,9,11,5,5,9,9,7,100,6,7,5,9,13,5,5,10,9,16,8,7
,,경상자수,114,10,7,7,6,10,7,8,14,7,13,12,13,140,4,4,10,11,10,7,15,17,15,10,17,20,180,20,13,20,17,11,11,10,17,8,21,16,16,172,15,11,10,15,19,12,13,10,19,17,18,13,196,8,21,13,20,11,15,20,24,11,16,22,15
,,부상신고자수,2,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,1,0,0,1,0,0,2,9,0,0,1,0,0,1,0,0,4,1,2,0,6,0,0,2,0,0,0,1,1,0,1,0,1,12,0,0,0,0,0,1,1,2,1,2,3,2
,유성구,사고건수,125,8,6,9,10,7,8,13,14,11,18,16,5,150,9,2,6,12,11,9,14,22,18,15,20,12,171,4,8,14,17,19,17,13,15,14,20,17,13,213,15,15,14,9,19,17,17,24,15,28,22,18,239,5,15,19,19,34,17,27,17,22,16,25,23
,,사망자수,8,2,2,0,0,0,0,2,0,0,0,2,0,6,1,0,0,0,0,1,0,0,2,0,2,0,5,0,1,0,0,0,2,0,0,0,0,1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,5,0,0,2,0,2,0,0,0,1,0,0,0
,,부상자수,137,8,4,9,10,10,10,13,14,19,21,14,5,162,9,3,6,14,15,8,15,25,19,15,21,12,179,4,9,14,19,20,15,14,16,16,22,17,13,231,16,15,18,10,21,23,18,23,16,28,24,19,275,6,18,18,20,39,20,31,18,23,17,35,30
,,중상자수,62,3,4,3,4,4,5,5,10,7,8,6,3,66,6,2,1,4,7,2,7,10,7,6,9,5,69,2,2,6,7,6,8,3,9,7,7,5,7,85,8,9,7,4,7,9,7,7,5,9,8,5,94,1,8,7,7,16,9,9,4,6,8,9,10
,,경상자수,75,5,0,6,6,6,5,8,4,12,13,8,2,91,3,1,3,9,8,6,8,14,12,9,11,7,102,2,7,7,11,14,5,9,7,9,14,11,6,133,6,6,11,5,13,10,10,15,11,17,15,14,176,5,10,10,13,22,11,22,13,17,9,25,19
,,부상신고자수,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,1,0,0,1,0,8,0,0,1,1,0,2,2,0,0,1,1,0,13,2,0,0,1,1,4,1,1,0,2,1,0,5,0,0,1,0,1,0,0,1,0,0,1,1
,대덕구,사고건수,85,7,9,6,5,8,7,5,7,8,8,9,6,107,9,9,7,5,5,9,9,9,9,16,9,11,137,11,6,18,11,7,10,7,12,11,16,15,13,163,13,10,14,14,14,21,9,15,14,15,11,13,134,9,14,8,12,5,16,9,9,13,14,14,11
,,사망자수,9,2,0,0,2,0,0,1,1,1,0,1,1,6,0,2,2,0,0,0,0,1,0,1,0,0,12,2,2,0,2,0,1,0,0,1,1,1,2,4,0,0,0,0,0,1,0,0,2,1,0,0,6,2,1,1,0,0,0,0,0,1,1,0,0
,,부상자수,85,5,9,6,4,9,8,9,6,7,8,8,6,109,9,7,5,7,5,11,9,8,9,15,12,12,146,10,5,20,10,10,9,8,12,11,17,22,12,179,16,11,16,14,16,21,13,16,13,17,11,15,134,8,14,7,13,5,17,9,9,12,13,15,12
,,중상자수,46,3,4,4,0,3,4,7,4,5,1,8,3,54,7,2,4,3,2,6,3,5,6,5,7,4,50,7,0,6,4,3,2,2,2,4,6,7,7,67,8,6,5,7,4,6,3,8,6,5,5,4,51,2,6,4,6,1,5,3,5,3,5,5,6
,,경상자수,33,1,5,2,2,6,4,2,0,2,7,0,2,54,2,5,1,4,3,5,6,3,2,10,5,8,87,3,5,14,5,6,7,6,7,6,9,14,5,96,8,4,10,6,10,14,9,2,6,11,5,11,77,4,8,3,7,4,11,6,4,8,7,9,6
,,부상신고자수,6,1,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,1,1,0,0,3,1,2,1,0,16,0,1,1,1,2,1,1,6,1,1,1,0,6,2,0,0,0,0,1,0,0,1,1,1,0
울산,합계,사고건수,527,37,28,32,52,41,42,39,46,46,50,69,45,656,47,46,49,56,49,54,59,52,67,55,59,63,598,40,46,42,46,58,57,52,59,50,54,48,46,604,54,38,39,53,55,40,48,58,50,50,61,58,589,43,46,48,50,47,42,40,48,50,75,55,45
,,사망자수,23,5,0,2,0,1,0,3,1,5,1,4,1,29,6,0,3,3,0,3,2,2,5,2,0,3,26,1,1,2,3,0,1,0,5,3,4,3,3,13,2,2,0,2,1,1,1,0,0,1,0,3,27,4,3,4,0,2,3,1,3,3,0,3,1
,,부상자수,561,32,29,31,56,46,46,44,46,48,52,76,55,687,45,50,47,68,52,56,58,53,65,55,73,65,660,43,52,43,50,63,68,56,66,55,61,58,45,653,60,44,46,58,60,42,48,61,57,54,65,58,639,41,46,46,56,52,42,45,49,58,88,64,52
,,중상자수,272,19,18,13,27,24,27,19,15,22,25,38,25,301,23,19,21,30,20,30,24,25,26,22,28,33,317,17,30,18,25,29,36,28,31,25,27,29,22,297,26,19,16,33,30,19,24,25,23,24,31,27,259,22,18,17,17,22,10,24,24,17,40,28,20
,,경상자수,252,13,10,17,27,15,17,22,24,20,26,35,26,317,21,28,22,34,25,21,25,25,32,28,30,26,278,22,17,23,17,27,29,26,30,26,23,20,18,316,30,24,22,23,26,22,24,33,30,26,31,25,328,17,27,26,36,23,29,19,22,30,42,28,29
,,부상신고자수,37,0,1,1,2,7,2,3,7,6,1,3,4,69,1,3,4,4,7,5,9,3,7,5,15,6,65,4,5,2,8,7,3,2,5,4,11,9,5,40,4,1,8,2,4,1,0,3,4,4,3,6,52,2,1,3,3,7,3,2,3,11,6,8,3
,중구,사고건수,140,8,8,5,15,10,11,9,13,13,16,19,13,158,8,12,18,14,12,17,13,16,15,11,13,9,174,10,15,10,15,11,17,12,17,17,17,18,15,175,16,10,11,17,16,12,14,18,14,17,18,12,151,10,12,11,17,13,10,12,9,10,22,14,11
,,사망자수,3,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,1,0,1,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,5,1,1,1,0,1,0,1,0,0,0,0,0
,,부상자수,142,7,8,5,15,10,13,10,13,13,15,20,13,165,8,13,17,18,12,17,13,18,15,11,14,9,187,10,15,11,14,11,24,13,21,17,17,19,15,185,17,12,13,17,16,13,14,19,16,18,18,12,159,9,11,10,18,13,12,12,9,15,24,14,12
,,중상자수,80,5,5,2,9,4,6,3,5,10,9,13,9,69,2,4,7,6,4,10,6,11,6,3,7,3,95,4,12,6,7,6,13,7,11,7,8,8,6,89,9,6,7,9,9,4,7,10,6,10,7,5,58,5,5,2,5,5,3,6,4,1,10,7,5
,,경상자수,53,2,3,3,5,4,6,7,6,2,6,6,3,79,6,8,8,10,7,5,4,6,8,6,6,5,73,5,1,5,2,5,11,5,9,8,6,8,8,81,6,6,4,7,7,8,7,8,8,6,9,5,81,3,6,6,11,7,8,5,4,9,11,4,7
,,부상신고자수,9,0,0,0,1,2,1,0,2,1,0,1,1,17,0,1,2,2,1,2,3,1,1,2,1,1,19,1,2,0,5,0,0,1,1,2,3,3,1,15,2,0,2,1,0,1,0,1,2,2,2,2,20,1,0,2,2,1,1,1,1,5,3,3,0
,남구,사고건수,148,14,11,10,9,11,13,8,11,16,18,19,8,216,23,17,11,18,19,16,19,16,18,12,23,24,164,9,9,17,11,15,21,16,17,14,9,16,10,167,18,11,9,14,14,14,15,16,7,14,13,22,169,16,18,11,11,17,15,7,8,14,25,16,11
,,사망자수,5,2,0,0,0,1,0,1,0,1,0,0,0,9,3,0,0,0,0,1,1,1,1,0,0,2,5,0,0,0,0,0,1,0,0,2,0,1,1,4,1,0,0,1,0,0,1,0,0,0,0,1,8,2,1,1,0,0,1,0,1,1,0,1,0
,,부상자수,164,12,11,11,9,14,14,9,11,18,20,27,8,215,23,18,12,19,20,16,18,15,17,12,23,22,170,9,11,19,11,16,22,16,17,14,10,15,10,178,21,12,9,16,14,14,14,16,8,16,16,22,174,15,17,10,11,23,14,8,7,13,29,16,11
,,중상자수,80,6,6,4,1,9,11,2,5,8,10,12,6,95,12,8,4,9,7,10,7,5,8,2,11,12,91,3,7,9,8,8,9,9,8,12,4,9,5,80,7,5,2,11,9,7,7,6,4,3,8,11,78,6,9,5,5,11,3,5,3,7,14,6,4
,,경상자수,79,6,4,7,8,3,3,7,5,10,10,14,2,114,11,10,8,10,12,5,10,10,8,9,12,9,69,4,2,10,2,7,12,7,8,2,5,5,5,94,14,7,6,5,5,7,7,9,4,12,8,10,88,9,8,5,5,7,11,3,3,6,15,9,7
,,부상신고자수,5,0,1,0,0,2,0,0,1,0,0,1,0,6,0,0,0,0,1,1,1,0,1,1,0,1,10,2,2,0,1,1,1,0,1,0,1,1,0,4,0,0,1,0,0,0,0,1,0,1,0,1,8,0,0,0,1,5,0,0,1,0,0,1,0
,동구,사고건수,55,6,2,5,7,3,4,5,6,3,2,9,3,50,2,3,2,4,2,2,7,7,6,4,4,7,39,8,4,,3,6,5,1,2,3,3,1,3,55,6,4,3,3,5,2,5,4,6,3,5,9,70,5,3,9,6,1,4,6,11,4,7,8,6
,,사망자수,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0
,,부상자수,56,6,2,5,7,3,4,5,6,3,2,10,3,46,2,3,1,4,2,2,7,7,4,3,4,7,44,8,4,,3,6,5,1,5,5,3,1,3,58,7,4,4,3,6,2,5,4,6,3,5,9,71,5,2,9,7,1,5,6,11,4,7,6,8
,,중상자수,31,4,1,3,5,2,2,1,3,2,1,5,2,24,0,1,1,1,1,1,2,5,3,1,3,5,28,5,2,,3,3,4,1,3,2,2,0,3,27,4,2,2,2,1,1,2,2,1,2,3,5,36,2,0,3,3,1,3,3,7,2,5,4,3
,,경상자수,23,2,1,2,2,1,2,4,2,0,1,5,1,22,2,2,0,3,1,1,5,2,1,2,1,2,16,3,2,,0,3,1,0,2,3,1,1,0,31,3,2,2,1,5,1,3,2,5,1,2,4,35,3,2,6,4,0,2,3,4,2,2,2,5
,,부상신고자수,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,북구,사고건수,70,2,3,6,9,1,6,7,5,7,4,12,8,85,5,9,6,8,4,9,4,4,12,11,8,5,74,3,6,3,6,12,7,7,6,7,7,5,5,51,5,3,4,5,4,2,4,7,9,4,2,2,67,4,2,8,7,5,5,6,8,8,4,3,7
,,사망자수,5,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,1
,,부상자수,75,2,3,5,10,1,6,8,4,7,4,11,14,98,6,10,6,14,4,9,4,4,14,13,8,6,89,3,7,3,8,15,7,7,6,9,8,11,5,60,5,6,6,8,4,3,4,7,9,4,2,2,76,4,3,8,10,5,4,9,9,8,5,4,7
,,중상자수,29,1,2,2,5,1,2,4,1,0,1,4,6,42,5,3,3,7,3,2,1,1,3,7,2,5,46,2,4,1,1,6,5,3,4,2,6,9,3,24,4,0,0,5,0,1,3,3,6,2,0,0,32,4,1,2,2,2,1,5,5,3,3,2,2
,,경상자수,45,1,1,3,5,0,4,4,3,6,3,7,8,47,1,5,3,7,0,6,2,2,10,6,4,1,34,1,2,1,6,7,1,3,1,7,1,2,2,30,0,6,5,3,4,2,1,3,2,2,1,1,40,0,2,6,8,3,3,4,3,4,2,2,3
,,부상신고자수,1,0,0,0,0,0,0,0,0,1,0,0,0,9,0,2,0,0,1,1,1,1,1,0,2,0,9,0,1,1,1,2,1,1,1,0,1,0,0,6,1,0,1,0,0,0,0,1,1,0,1,1,4,0,0,0,0,0,0,0,1,1,0,0,2
,울주군,사고건수,114,7,4,6,12,16,8,10,11,7,10,10,13,147,9,5,12,12,12,10,16,9,16,17,11,18,147,10,12,12,11,14,7,16,17,9,18,8,13,156,9,10,12,14,16,10,10,13,14,12,23,13,132,8,11,9,9,11,8,9,12,14,17,14,10
,,사망자수,10,2,0,1,0,0,0,1,0,3,0,2,1,11,3,0,1,2,0,0,1,1,1,1,0,1,14,1,1,2,1,0,0,0,5,0,3,0,1,4,0,1,0,1,0,0,0,0,0,1,0,1,7,1,0,1,0,1,1,0,1,2,0,0,0
,,부상자수,124,5,5,5,15,18,9,12,12,7,11,8,17,163,6,6,11,13,14,12,16,9,15,16,24,21,170,13,15,10,14,15,10,19,17,10,23,12,12,172,10,10,14,14,20,10,11,15,18,13,24,13,159,8,13,9,10,10,7,10,13,18,23,24,14
,,중상자수,52,3,4,2,7,8,6,9,1,2,4,4,2,71,4,3,6,7,5,7,8,3,6,9,5,8,57,3,5,2,6,6,5,8,5,2,7,3,5,77,2,6,5,6,11,6,5,4,6,7,13,6,55,5,3,5,2,3,0,5,5,4,8,9,6
,,경상자수,52,2,1,2,7,7,2,0,8,2,6,3,12,55,1,3,3,4,5,4,4,5,5,5,7,9,86,9,10,7,7,5,4,11,10,6,10,4,3,80,7,3,5,7,5,4,6,11,11,5,11,5,84,2,9,3,8,6,5,4,8,9,12,11,7
,,부상신고자수,20,0,0,1,1,3,1,3,3,3,1,1,3,37,1,0,2,2,4,1,4,1,4,2,12,4,27,1,0,1,1,4,1,0,2,2,6,5,4,15,1,1,4,1,4,0,0,0,1,1,0,2,20,1,1,1,0,1,2,1,0,5,3,4,1
세종,합계,사고건수,87,2,9,5,5,10,6,4,13,10,9,8,6,100,5,1,4,11,12,11,15,9,7,6,12,7,71,9,3,1,3,7,8,6,7,9,3,11,4,112,2,7,5,12,10,7,13,7,21,11,5,12,128,7,9,20,15,8,6,12,8,11,12,9,11
,,사망자수,6,0,2,0,0,1,0,0,1,1,1,0,0,11,1,0,0,0,1,2,3,3,0,1,0,0,9,0,0,1,0,0,2,0,1,1,1,1,2,4,0,1,0,0,0,1,0,0,0,0,1,1,8,1,0,0,1,0,3,0,1,2,0,0,0
,,부상자수,93,2,7,6,6,10,7,5,15,9,10,10,6,102,5,1,5,14,13,10,12,6,10,6,12,8,75,13,3,0,3,7,7,10,6,9,2,12,3,127,2,16,7,12,11,7,13,8,21,12,4,14,136,7,11,23,14,10,4,13,8,9,14,12,11
,,중상자수,60,2,3,3,4,7,3,5,9,7,7,7,3,49,2,1,2,6,6,3,5,4,4,4,8,4,52,10,2,0,3,6,5,5,4,7,0,8,2,50,1,4,4,6,3,5,3,3,7,6,2,6,61,3,4,11,6,4,2,9,3,3,9,3,4
,,경상자수,30,0,4,1,2,3,4,0,6,2,3,3,2,51,3,0,3,8,7,7,5,2,6,2,4,4,20,3,0,0,0,1,2,5,2,1,1,4,1,66,1,4,3,6,8,2,8,4,14,6,2,8,70,4,7,11,8,5,1,4,5,6,5,8,6
,,부상신고자수,3,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,11,0,8,0,0,0,0,2,1,0,0,0,0,5,0,0,1,0,1,1,0,0,0,0,1,1
,세종,사고건수,87,2,9,5,5,10,6,4,13,10,9,8,6,100,5,1,4,11,12,11,15,9,7,6,12,7,71,9,3,1,3,7,8,6,7,9,3,11,4,112,2,7,5,12,10,7,13,7,21,11,5,12,128,7,9,20,15,8,6,12,8,11,12,9,11
,,사망자수,6,0,2,0,0,1,0,0,1,1,1,0,0,11,1,0,0,0,1,2,3,3,0,1,0,0,9,0,0,1,0,0,2,0,1,1,1,1,2,4,0,1,0,0,0,1,0,0,0,0,1,1,8,1,0,0,1,0,3,0,1,2,0,0,0
,,부상자수,93,2,7,6,6,10,7,5,15,9,10,10,6,102,5,1,5,14,13,10,12,6,10,6,12,8,75,13,3,0,3,7,7,10,6,9,2,12,3,127,2,16,7,12,11,7,13,8,21,12,4,14,136,7,11,23,14,10,4,13,8,9,14,12,11
,,중상자수,60,2,3,3,4,7,3,5,9,7,7,7,3,49,2,1,2,6,6,3,5,4,4,4,8,4,52,10,2,0,3,6,5,5,4,7,0,8,2,50,1,4,4,6,3,5,3,3,7,6,2,6,61,3,4,11,6,4,2,9,3,3,9,3,4
,,경상자수,30,0,4,1,2,3,4,0,6,2,3,3,2,51,3,0,3,8,7,7,5,2,6,2,4,4,20,3,0,0,0,1,2,5,2,1,1,4,1,66,1,4,3,6,8,2,8,4,14,6,2,8,70,4,7,11,8,5,1,4,5,6,5,8,6
,,부상신고자수,3,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,11,0,8,0,0,0,0,2,1,0,0,0,0,5,0,0,1,0,1,1,0,0,0,0,1,1
경기,합계,사고건수,5795,397,380,419,482,522,449,491,526,536,566,544,483,6544,444,379,509,526,579,493,535,604,640,666,609,560,6602,506,456,512,534,619,566,506,576,559,661,558,549,7116,541,427,528,559,617,624,541,648,689,702,659,581,7607,557,576,526,612,652,637,651,610,728,800,648,610
,,사망자수,272,26,29,15,21,23,11,28,14,18,26,32,29,271,18,12,30,24,26,18,15,26,22,29,16,35,249,15,17,13,23,22,18,24,18,15,28,30,26,272,32,26,14,20,19,23,22,21,32,23,23,17,246,14,19,19,16,19,17,24,26,24,25,16,27
,,부상자수,6172,404,389,457,538,542,483,531,567,575,614,566,506,7034,475,391,544,575,625,546,578,658,710,704,659,569,7091,546,487,562,565,662,618,534,605,600,735,596,581,7656,561,434,559,606,658,678,613,698,756,766,709,618,8307,599,623,583,699,724,690,716,665,773,871,712,652
,,중상자수,2804,207,182,201,263,225,225,241,251,270,292,243,204,3113,223,189,245,236,290,233,254,277,320,324,259,263,2900,222,220,248,217,271,241,226,234,250,301,248,222,3070,227,195,255,250,268,269,223,268,310,313,266,226,3067,236,244,245,246,270,245,260,258,276,322,255,210
,,경상자수,3009,178,182,227,247,277,225,264,292,277,284,289,267,3396,220,181,269,290,270,279,286,319,341,332,351,258,3616,287,242,265,295,338,321,264,316,301,379,303,305,4029,281,217,268,315,342,357,341,382,373,399,401,353,4545,323,331,300,386,390,383,407,356,421,469,401,378
,,부상신고자수,359,19,25,29,28,40,33,26,24,28,38,34,35,525,32,21,30,49,65,34,38,62,49,48,49,48,575,37,25,49,53,53,56,44,55,49,55,45,54,557,53,22,36,41,48,52,49,48,73,54,42,39,695,40,48,38,67,64,62,49,51,76,80,56,64
,수원시,사고건수,495,41,35,31,35,47,34,39,48,47,42,60,36,529,42,30,48,35,43,33,53,40,44,47,62,52,617,55,41,53,43,47,54,42,46,49,67,54,66,583,50,46,41,54,39,46,50,51,57,57,48,44,666,50,53,43,47,60,62,61,57,59,71,59,44
,,사망자수,17,2,3,1,1,1,0,1,0,1,2,1,4,12,1,0,2,0,0,1,2,0,1,2,1,2,13,0,1,1,0,0,0,2,2,3,2,1,1,17,4,1,1,3,0,0,2,0,0,1,3,2,20,1,1,1,1,2,2,0,3,2,3,3,1
,,부상자수,506,41,34,32,37,49,35,40,51,47,43,61,36,546,44,31,49,37,44,34,54,45,45,51,62,50,671,61,46,72,47,48,57,44,46,49,69,60,72,618,47,53,43,55,45,49,57,57,61,59,47,45,697,51,54,44,49,61,64,69,58,64,72,63,48
,,중상자수,233,23,11,18,14,16,17,19,23,19,23,31,19,222,19,15,15,14,14,11,27,18,19,23,21,26,251,23,17,20,18,18,19,17,13,20,38,20,28,231,23,22,15,19,15,17,16,21,23,28,17,15,255,22,22,15,16,26,18,25,28,19,28,20,16
,,경상자수,246,18,21,12,21,28,15,20,26,28,17,28,12,304,21,15,32,22,27,22,26,26,24,25,41,23,378,34,29,50,26,26,33,24,28,26,24,39,39,337,17,29,27,26,27,29,36,31,33,27,27,28,382,25,26,26,29,28,41,41,28,41,35,35,27
,,부상신고자수,27,0,2,2,2,5,3,1,2,0,3,2,5,20,4,1,2,1,3,1,1,1,2,3,0,1,42,4,0,2,3,4,5,3,5,3,7,1,5,50,7,2,1,10,3,3,5,5,5,4,3,2,60,4,6,3,4,7,5,3,2,4,9,8,5
,성남시,사고건수,382,19,40,39,20,31,31,35,29,30,29,41,38,450,41,49,34,34,36,44,27,33,32,37,46,37,472,36,28,35,35,43,38,48,41,48,45,41,34,514,40,24,45,38,44,45,30,43,50,49,51,55,522,54,45,34,47,47,45,42,32,39,55,46,36
,,사망자수,15,2,1,1,1,0,0,4,1,0,1,3,1,7,2,0,0,0,0,1,1,0,0,1,2,0,12,1,2,1,1,1,0,2,0,1,0,2,1,11,2,0,1,1,1,3,0,0,1,1,0,1,8,1,1,0,1,1,0,0,1,0,0,0,3
,,부상자수,398,19,43,42,24,31,34,32,31,31,34,40,37,492,44,51,36,35,38,47,31,38,41,40,48,43,512,37,28,41,45,45,45,49,43,50,48,46,35,562,42,24,50,39,54,43,33,48,59,50,63,57,568,59,48,38,53,49,53,43,35,41,64,49,36
,,중상자수,199,13,18,26,11,14,20,17,13,14,14,23,16,226,26,25,17,18,21,19,10,18,15,14,23,20,229,20,14,18,17,23,18,22,17,28,20,24,8,234,19,11,25,17,24,14,12,22,24,24,19,23,229,21,19,16,21,19,24,18,12,18,22,27,12
,,경상자수,185,5,25,15,12,16,13,13,16,14,19,16,21,241,18,23,17,15,16,27,20,18,25,23,22,17,241,16,13,17,24,20,23,24,21,19,26,17,21,277,19,12,22,20,25,26,18,20,26,22,38,29,295,33,26,17,30,23,27,21,21,21,33,22,21
,,부상신고자수,14,1,0,1,1,1,1,2,2,3,1,1,0,25,0,3,2,2,1,1,1,2,1,3,3,6,42,1,1,6,4,2,4,3,5,3,2,5,6,51,4,1,3,2,5,3,3,6,9,4,6,5,44,5,3,5,2,7,2,4,2,2,9,0,3
,의정부시,사고건수,201,17,12,20,15,18,16,15,19,15,16,19,19,229,20,13,16,18,20,16,19,21,18,25,22,21,245,25,14,17,26,16,15,18,23,18,25,26,22,224,19,8,12,16,19,17,24,21,19,21,25,23,264,28,18,14,15,24,24,24,18,29,26,26,18
,,사망자수,3,0,0,1,0,0,1,1,0,0,0,0,0,9,2,0,1,1,2,0,0,1,1,1,0,0,5,0,0,0,1,1,0,0,0,0,1,0,2,8,0,0,0,0,2,1,0,0,1,1,1,2,9,0,2,1,1,0,0,1,0,0,1,1,2
,,부상자수,210,17,12,19,15,19,16,14,20,16,18,21,23,243,19,14,16,17,24,16,20,23,17,29,25,23,254,27,15,18,26,18,15,18,23,18,27,29,20,244,19,8,14,18,17,17,27,22,24,27,30,21,286,29,16,13,16,30,24,36,22,30,26,27,17
,,중상자수,77,5,5,9,3,2,10,5,8,11,9,5,5,91,4,5,4,7,9,9,12,7,7,5,9,13,91,8,9,4,7,4,8,9,5,11,9,11,6,109,5,3,7,9,9,8,12,8,10,12,15,11,92,12,7,6,1,7,5,12,9,10,12,8,3
,,경상자수,117,11,6,8,8,15,5,9,12,4,9,13,17,121,11,6,9,8,13,6,7,12,8,22,11,8,147,17,6,12,17,9,6,8,18,7,18,15,14,111,10,5,4,8,8,8,9,12,11,13,13,10,162,16,6,5,13,21,16,23,7,17,9,16,13
,,부상신고자수,16,1,1,2,4,2,1,0,0,1,0,3,1,31,4,3,3,2,2,1,1,4,2,2,5,2,16,2,0,2,2,5,1,1,0,0,0,3,0,24,4,0,3,1,0,1,6,2,3,2,2,0,32,1,3,2,2,2,3,1,6,3,5,3,1
,안양시,사고건수,263,20,16,21,24,29,14,17,26,24,34,26,12,266,18,13,26,19,21,21,18,16,30,20,33,31,243,23,24,21,25,22,17,18,21,15,23,17,17,256,20,22,25,15,21,29,23,23,25,10,21,22,268,23,15,19,24,20,22,21,21,20,30,31,22
,,사망자수,9,1,0,0,1,1,0,0,3,0,0,2,1,5,1,0,0,0,0,0,1,0,0,0,2,1,10,0,0,1,1,1,1,0,2,0,2,0,2,5,0,1,0,0,0,0,1,0,2,0,1,0,9,0,2,3,1,0,0,0,0,0,1,2,0
,,부상자수,265,20,19,21,24,28,14,17,25,25,35,26,11,278,18,13,28,20,23,25,18,16,31,21,33,32,252,25,24,21,25,26,16,19,19,15,27,20,15,258,20,22,25,15,21,29,23,24,25,10,21,23,280,24,13,17,28,22,22,21,25,22,31,31,24
